lp;TimeStamp;CPU FrameTime;RAMUsage;GPU Frame Time;VRAMUsage;FPS
1;206.151;1.84947;891.836;0;0.0234375;0.716638
2;206.449;76.7504;978.426;0;0.0390625;3.37096
3;206.613;43.817;1089.4;0;468.281;6.59068
4;206.718;33.9336;1125.09;495.694;1294.41;8.68028
5;206.881;52.0379;1136.87;27.0418;1376.73;6.0772
6;206.951;22.0456;1130.41;28.5688;1376.73;14.5082
7;207.027;24.2676;1141.51;28.2298;1376.73;13.1764
8;207.098;22.348;1145.21;29.0103;1376.73;13.9075
9;207.17;23.2288;1147.41;28.0762;1376.73;13.8759
10;207.24;22.3073;1149.71;27.1324;1376.73;14.2592
11;207.313;20.2806;1152.83;27.5276;1376.73;14.1848
12;207.388;22.2849;1154.38;28.7076;1376.73;13.0532
13;207.464;21.8712;1156.91;29.2473;1376.73;13.1847
14;207.534;21.2755;1156.18;27.7875;1376.73;14.1172
15;207.613;21.2965;1157.39;28.0072;1376.73;13.1768
16;207.693;19.9873;1157.9;27.7544;1347.22;12.6514
17;207.777;21.2757;1159.76;29.0042;1376.73;11.7173
18;207.856;20.2338;1160.61;27.6879;1376.73;12.9233
19;207.93;19.3419;1161.66;25.8837;1376.73;13.2625
20;208.003;20.3716;1161.47;25.3383;1256.2;13.1382
21;208.085;20.6172;1162.7;25.5448;1376.73;12.4347
22;208.161;20.0459;1162.29;25.1911;1376.73;13.1114
23;208.235;19.962;1162.57;26.2155;1376.73;13.4734
24;208.312;20.3321;1162.68;26.8794;1376.73;12.8962
25;208.388;20.0126;1163.39;27.2668;1376.73;13.3892
26;208.463;20.5841;1164.5;26.5267;1376.73;13.2139
27;208.535;19.3203;1164.28;26.4209;1376.73;13.9087
28;208.608;20.197;1164.97;25.4733;1376.73;13.6441
29;208.687;20.3435;1165;25.2808;1376.73;12.8964
30;208.764;20.6406;1164.93;25.3529;1376.73;12.8738
31;208.842;18.0863;1164.83;28.7875;1376.73;13.3303
32;208.916;19.5401;1164.97;30.8909;1376.73;12.9021
33;208.994;19.0052;1165.34;26.7153;1376.73;12.7981
34;209.067;20.6461;1165.36;28.1891;1376.73;13.4544
35;209.136;20.4395;1166.5;25.7022;1359.25;14.2127
36;209.216;20.2567;1166.15;27.4279;1376.73;12.8041
37;209.295;22.8858;1166.51;27.7586;1376.73;12.6027
38;209.363;21.4518;1167.03;25.6168;1376.73;14.4421
39;209.432;21.36;1166.77;26.3527;1376.73;14.6136
40;209.511;23.4625;1167.53;26.5179;1376.73;13.1566
41;209.578;21.8497;1168.08;26.2057;1376.73;14.3672
42;209.654;22.4813;1168.79;27.8082;1376.73;13.3065
43;209.727;20.3933;1169.33;25.7934;1376.73;14.0411
44;209.796;22.6345;1169.52;26.7971;1376.73;13.7997
45;209.868;22.9483;1169.39;26.3084;1376.73;13.7827
46;209.939;21.8121;1169.19;26.1972;1376.73;14.4266
47;210.008;21.9805;1169.02;25.287;1376.73;14.3944
48;210.077;22.0523;1169.2;25.9383;1376.73;14.3506
49;210.147;21.8114;1170.26;26.6927;1376.73;14.352
50;210.214;23.2476;1170;26.9141;1376.73;14.5073
51;210.281;22.5268;1169.93;25.6086;1376.73;15.1797
52;210.346;23.6734;1170.19;26.8048;1269.61;14.469
53;210.418;22.9676;1169.79;25.755;1376.73;14.8414
54;210.482;22.3214;1169.7;25.237;1376.73;15.4045
55;210.544;22.3266;1169.08;26.5562;1376.73;15.5115
56;210.613;22.8552;1170.06;26.5036;1376.73;15.0737
57;210.68;22.1189;1169.31;24.579;1376.73;15.2102
58;210.741;22.1078;1169.68;26.6886;1376.73;15.386
59;210.808;22.6809;1169.89;26.916;1376.73;15.1428
60;210.875;22.3056;1169.97;25.0488;1376.73;15.4269
61;210.946;24.7335;1170.18;26.7776;1376.73;13.8803
